YEAR,MONTH,Date 2,DATE,VENDOR,Balanced data, PAYMENT , ADJUSTMENT ,Receipt,NOTAS,Frozen Initial Balance
2025,JAN,13/1/2025,"1/13/2025
",GREYROCK,GREYROCK,-$450000.00,,Imagen de WhatsApp 2025-01-13 a las 14.25.31_093ad1c3.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/UXuixkuBqNk6uwxqTEff7w/966pGdyDjvOtVKASlSBbfUBYDfSvWR6MR8wE57EjaSOdLcpLiEll95sRRoeyqvb7gzbVtXRxbvdjaJbk8FUDtkJqK9qjrMLuwInCK2e9o9rn7adQPid9XV0jG68noXQ9Q18XJQBVsItpjIt96Qg9eLr0-eadLXLSqeqW3hayq269a5H5Y_Nlt0MVWQV9srV0eBRFNf7LOBnZb7tiHFcRCg/Wl5rf_Z8DfwlDMIYP9xvI1NwjvhIMGdOThpC3phvT3o),,
2025,JAN,13/1/2025,"1/13/2025
",GREYROCK,GREYROCK,-$200000.00,,gfe.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/FsyUgvQ42wYeaH3qMvkVAA/Vdb2-QV1mD_vVUzZB-Jfk0KHvviK8lbq-RhjAIlgrKfEqK0Z0MxXCrXnBc1W1kpeh6zUDL32IzrXd2TQ354BJwA3L-xVd58G85geHgVjxpPkDcHwh3PzEbUsdMbTYhX6qZ9Hjb9GCE5TQKT09-yifA/-UQFfas0DDCPRPVk6rnyb-PDqfMzQZyw56n75l0zVJU),,
2025,JAN,14/1/2025,1/14/2025,GREYROCK,GREYROCK,-$100000.00,,Imagen de WhatsApp 2025-01-14 a las 10.23.47_826d680d.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/eNejEuM8bRB-IrQzNKvQnA/mFrJ4VJa9z5R2aw1Q_dZ54gC7MEuMSpBNsWPuU_7bM4kmE_0GQX4_H9Ea1BYlT9EWyg4-sGjUF-jIR150eiKCCu5qK9bz3AW0HpXdEp-S8uN0YE5KlfRf7_uv-sCFC1Y5UUHfEjBTsDYGnzHLFEF4Pvb56qxFCqLzvmV7AimOCQY1qZZGTbZOP3R0Y3DoM_NELS2b3UwnEEbyBsYk_h_2w/dUU9ZkZvpAIf0Sra77ElVjcCW-hoayu_pLyp_t86osM),,
2025,JAN,14/1/2025,1/14/2025,GREYROCK,GREYROCK,-$475000.00,,Imagen de WhatsApp 2025-01-14 a las 12.43.35_5f356419.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/ZKcaDEggZ86Qxxn-gri_tw/Eq5CZG9vbSzEaqCshqQgb0eEB01cx0SdbXvt17cjeUuD-3KeAXWR5cDpVjbZrAb0Cne8q98am-qIxKndnvlKIPBV1zK8udUBXmo785ybJYHEghkLA425LUPF9TmmgWbN3_jswjzj0DsdyG4aVMSrzFfR7hLB5yVkAiggfV7FBUWlfacK9jrrz7_-P_O4ysfwUsAj1COQX0zzJdRYxYETYg/dWMQZGM_0qEpR82iFzaNZDGn48c6wHP78lxPFS5JsgM),,
2025,JAN,15/1/2025,"1/15/2025
",GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-01-15 a las 11.45.41_6fa43bc6.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/kGoKxRQFbQVZ6d2LcibrMQ/AwwLwG_qXor6IF1kxlGgTlmdQPM2QVucP2i_5f-oVJhmFUdWWyDnGYHSki9ju18KWusM11frQPnPYOhiChMYqv4yxR-TmNHWp7XWGFu9-BwwqHu0dqbdY53Lf8FwbZQk-txFUhZmN55zxehTeWQiiISy7JCdJwRG91malG-2D1_bYIKJlgD_5KthvyR93-PdcOe677JB4TmJ2JaTyIN_gg/CMEV2F1izpsRO6E9-br_OnFdwBri0y7o5rYrwrlPLS4),,
2025,JAN,16/1/2025,"1/16/2025
",GREYROCK,GREYROCK,-$285000.00,,Imagen de WhatsApp 2025-01-16 a las 10.51.12_049a998e.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/qfK0tsz0ay41T8IttVcEgA/1q3R_QuUKHbycdBA5ihp8_mbTk-DeLv8qeakR7vhWZXI_Vdqbc0nlEmjhCeQez5JPVczpi-aKkn2pBr2jeOvJiZ5a_2LrQ_ql-WoRF2PUJcoMgVZeM1OipE2cs4lxKRasLxaZaQw3CjYFZRqHThhK8SluIT836hrbVG1KFkHAmgRPlgbt5lhlvwPVjSBaNt9GcrPUlHWZrxxjWQg_GgK5A/StKU9PIDUQRJ3PvDNnyXdPWKc9l3rfusq2Oge6MJGdk),,
2025,JAN,16/1/2025,"1/16/2025
",GREYROCK,GREYROCK,-$165000.00,,Imagen de WhatsApp 2025-01-16 a las 11.47.14_6efdb3c1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/BXq97oohZvUBGeZu-dVy7Q/OTtU8Yp3XqTqdZbsDK83obHmqOkq53u-pYTLl_sawJUSaiUAI_XboTf1S5HNORiQJGyTkXbgGNhgKplGKjg8hyV1h-Lh9T0av7QcAu8HvepVlib696pJkDkH8QF25EBdkDhK_zVXsek4X0vVp3EPNI9chj6MLT44VaH7L409bmRY9R6Kx2KJpB_8Sw0RISgziI31r9K8DlV4TuGidWpcGA/2P2HRFFkDnlhuZorRE3KNeFg2KnQKwQitJ9krMENvMI),,
2025,JAN,16/1/2025,"1/16/2025
",GREYROCK,GREYROCK,-$190000.00,,Imagen de WhatsApp 2025-01-16 a las 19.41.15_1e54b1e4.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/aiQrmFqJzgsZQ7v9qQQXqA/cGQBys5NzrpbNUhsSq7J6YDvOvvozkszJxfclA5ooZS48pgDfNYBWaCzvgM9Y-UVVKp5auKpXcNLikGWB9s0f6JKHDfvRo8U0YanYxQn-cThwYz5Hp5tfSZe79vTtFI3sRD4XHf4b_fUxckQ6eoS0uYKBaLBkMupRaDcnfqWJTwE9VNx1m62HUvd2UHQy-l6usCpca0QoC44mWHOZcjmcg/A48Zp_UkJGk8p-0UTc6Zp2lvM3u6E2DR8V2aMM0Iai4),,
2025,JAN,17/1/2025,1/17/2025,GREYROCK,GREYROCK,-$220000.00,,Imagen de WhatsApp 2025-01-17 a las 09.16.59_222d310f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/UtId_0N8MI3d7XNaOifS8w/Md_Hbbsfm0LMPkLX5ZjUDgNB7LFNvc04BjXJvbO8SJcSFGURsdeWARvnryRj0zimH_Yy9SUo2SQWGN1KKt5gNbYsPZVgTY5udKNYcsKy5eYluAj_o8CWX_AX0KQvwC0P4hr0aA0OPT1Kpq-AsNryOOLPypZzKrBEc83vjJ1eQC7bX0N_TVFf5pAp_T6_Wh7-CKJQoA362ZwmnjkdJOUdXQ/-o6DPMcIysHYKFXZUekgVnJlI-1CxKbsbVL2SS8R8uk),,
2025,JAN,17/1/2025,1/17/2025,GREYROCK,GREYROCK,-$475000.00,,Imagen de WhatsApp 2025-01-17 a las 10.09.43_b68a4aaf.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/acWqgUk3M29PX7eE9z8duQ/6IwYjTnou3s8ZlfdqpdKko6eRoV71WCG-DA9kLpbssWVcTRaVamw3aiZegN-pCdW0DJoUjt564s9aLR5FyMpZ0c9pbwfrdoPh2czDNYf_9nuR07LdHexmZjJD3b456B03E3fzQ35t2wphmZyMLBfWwCzzUcHKSbjhr9t1UpNsGnteD9rKjTapMww80LTY8xH9qBpENfCbQQP0waotNRKMA/-9j1WjWzYtNrg173t46N9ka0fUMVo8Mk3bgZKILSV3w),,
2025,JAN,17/1/2025,1/17/2025,GREYROCK,GREYROCK,-$425000.00,,Imagen de WhatsApp 2025-01-17 a las 11.29.04_fa0bf1f2.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/BNq0iOuxrYOZyKA0nhEuVw/YInN2DJiPyENbb0JVQ5G9Sgxn_qDDlXonobddoAEKqdZ5aRXedODtK8MQQGHQEWUBr8xox552cznAE-gXrTgBAbWQB5Q5Nal04yy23irHit1TyU8_BsaT3xLbs4rQ1sKKpG2s-cP1Xsy9z-GQPC9EKssy2kjXxcGotwmUePNHE6Im5MdIg41wuH8loWWqFiq44v1VOtnGM6qdHVMsyg1bw/6XgnQffHK5TKGYO2g4X6-YNUGMtTovnnNO0beTrImy0),,
2025,JAN,21/1/2025,1/21/2025,GREYROCK,GREYROCK,-$475000.00,,Imagen de WhatsApp 2025-01-21 a las 14.15.57_22dac9f0.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/MEfCpZz2o6fn5Ad6lvPCtA/PCs1BQBe1bXwUNWRU3Nq9zcY2xFeZouCNJkL0m01Y_gMtjaREp4ztU0ceO9w30Pz4ZaphX0yxwTba_GmIHkHfySwS9_VWg9nSCcz3dlSWVWEoParFesB-bnhAt4A2DHcgRPx0xrAUnUkxFEyFMlagy_muROGSn4AzWinPyzSLCx2fvxNd5-a7J4R-miUfdNjhdTmE6B0a7NOEQb44rfftw/kwmdlqc3pCdWsKOse52d2um8s3hpNi_-iadXS8Ln8V4),,
2025,JAN,21/1/2025,1/21/2025,GREYROCK,GREYROCK,-$300000.00,,Imagen de WhatsApp 2025-01-21 a las 14.58.55_3c75bfc8.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/4IVxKHzh2pV53Zeq5Eob7A/XoKS9apbIkYQwI3_0IAhOOHADbGaufZMUxCLBFh5KvsWcaV65goF4RQIHGV3344zQ-XRd19R5CFfenPEHzxoGB-jxNiW0Wjg887yZkfFD-vRtYsUGVCV_f0LYATN-7W2sx4mceFpUXpyy21VRbZR6yAcFaJCXJ7YRq6C39lWMfnbIW8xtRgJYAXoQzg8oUinFmbubuOK8ZynzzNLrRC6gA/vhkoYeEEcDVRd2ZpgqxzdvdVZD-Yi19t59yKaHwr7Pw),,
2025,JAN,21/1/2025,1/21/2025,GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-01-21 a las 19.01.39_2060e46f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/9QjHGPWxN4f9vaEwIDGlRg/y4k0QgfHrpiyBocQMdZVRG-JU9kBCw0wfchntzBU7wECT5Mepnq-Uc2kXdJICuR31Qdrc53xhjXVn4YdJdo27adK3OWghOoO9JXz8fijfnn57jPlXWmwB5v-v8k3XNXHK3lH2YbS10n_GWFbfjdzQqKVehZmnlZXefWj07Wb5nt8fVY4A0r0CHp2AXQ4-rT7USV2jFIQEqOQgNDWUG3cYw/qpGtRiCEIbtAQ6l8qP8yJoM_PprStkA5T1bNgrWEiPw),,
2025,JAN,22/1/2025,"1/22/2025
",GREYROCK,GREYROCK,-$350000.00,,Imagen de WhatsApp 2025-01-22 a las 12.01.57_3246d483.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/E1d8gbqJ-ocy_lm0PRoYkA/--uF3iwbjvHJimikW7KtdTvQw5a0yFcO5_c1N62bGZlJE4mrV6ZM6b1okhFzf_dgi2t1MtN_hWWkIv6DfdYNNJfgiwdr2ElkEOGoUM5mtkF9zHt9UK5ZCqw5pjN6arvyixzQX87Pi9GwHoEMBtyIoufq2RnYUJ2vXxVsfXLfpQJmTYM0U4U2ezW_BhpoOuwTn8ACUjwRAyA0W4fQP4WO-w/Yg_ismHzdKpmtcPzrEAaICAIb1GZngNK_vjtcUVyDl0),,
2025,JAN,22/1/2025,"1/22/2025
",GREYROCK,GREYROCK,-$300000.00,,Imagen de WhatsApp 2025-01-23 a las 08.12.26_ba12a0b5.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/oj71YwQZ4wdphMo4YLIgsA/XBayBtUzycj04N95TeKePXU25h6LP48v7_vnAzd9jReeIl4fxF_CeWBZBzmt6LTqaXkCS9NRzV-pTUMeQoymi34CMNhwAsswOGz1XQpvgLfNI-DDHwNn2uU803TduXzYrle_b5cQ8WYxv3ID4dmyK0GiErbirObZufcIqayqdMWURF8dMrfyaZsxxyF4vT1wJ-YK8POl0pliMIHArlAjPQ/P57DkE4m-khV4yk3QZQivDqCQu1MhuubeDvFciu9Lmo),,
2025,JAN,23/1/2025,"1/23/2025
",GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-01-23 a las 10.08.57_890ab95a.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/0bOA160WPPNcq5q3WEIS1Q/trZGbO0ps-Zt3Qm-F10s9RpSC025yLxrqKT1cPn4sXLbUkCliIvqkNb6272mjEQvUFLNQv_hj-LO0FsNNMom1iiSVqImUpoah5MDr2Lj2Vj0sEi_IMIeZSaBVnjS4E1TKEIJZ56BkIwSgZUNg0lG9vLjxj6CUVAeW1Ng0sqmJQRH4e9dlklmL4r8orKEmk0HlHaaNZ9KmQ5ThIV9Dn8V5Q/uOGMYnr85-qR58H7w4qWVpnCxMWPAoSxgbRrnUDp0wM),,
2025,JAN,23/1/2025,"1/23/2025
",GREYROCK,GREYROCK,-$285000.00,,Imagen de WhatsApp 2025-01-23 a las 12.17.03_9679b3e1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/fYxMvukiTLw_oHG_O8mxhA/GPUTs6TnpY6FA0jcpXLZGWZ0IYY_rg3cCPlLeeH0tmcGFwjhdpnCd2biOBIXnTb0-Zw7nS9nQemTQwbKLg-34jCxnuhM9ke9KIGJ3nsEuTrJyUP-5GFvUFhb2K6qkvPFO2gOBp-R5707Ntyt9KfxIJbDPesI5GnralxeyavEaFWFUTlRV1sbWo1MiMBn2P53sL1unfPjUBoKazyxAMvKIw/A6nn1dJ0Nzv5nZt6-xY46UoZ4j5acyE6gpIdhktkBFg),,
2025,JAN,24/1/2025,"1/24/2025
",GREYROCK,GREYROCK,-$167250.39,,Imagen de WhatsApp 2025-01-24 a las 09.03.51_2d4503fc.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/YGEhrr9aqyagGCtwlfO8Fg/jcJrNfC08aUQu7vZ-86UQqzv9r1371bmNpaTGFbVSWkhtWopdFaD75xfCeus5GtadnXMHLWD-24OvJ04YkSfkUpetHd15CnUgf97GE7C2kyleeYICKqJz-36ZhwdPV_9UuEVafF6mnNV08vebsLKG_8Yrdi7P182N5SF6S4ZZqCM6Emqo9N41FUv_lr2XR3X04bO4PBv8wVCJR1AJEqIeg/Z8ONfj0e0FtHpGPp3pq6KOps7s6VV90geVl1uPacDTg),,
2025,JAN,24/1/2025,"1/24/2025
",GREYROCK,GREYROCK,-$130000.00,,Imagen de WhatsApp 2025-01-24 a las 11.13.49_2d7d9e7a.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/2U8pLbgn8eOwKVz_RAbTHg/3186jBObG90NWHxXtBeVnXIdW9EOVGWU1WBdA7wc0yhPn57wgbEzU97O4SEPMejNTkl0-b-LPJZXf2nPigE5Gmz7mkz-gv8YWB8Jq2lAr2OcIeFDeJ1TgIfbDukYGVijr3k7ZYENs6l2ZuXHgAtdNH-NJosbvL88pl1Rnfu5NC_PaBOv5GmYMATfq-fgC_8vgxlihJ-88-Zxw1l29ZVuYg/evCxVF5VfTyQyCg-TZA1NubbND1knggDeQCPQeu6B70),,
2025,JAN,24/1/2025,"1/24/2025
",GREYROCK,GREYROCK,-$485000.00,,Imagen de WhatsApp 2025-01-24 a las 11.13.03_b856d7a4.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/7ShFtIbRRNaFdngLlQ5csQ/cM8N3xT87oAccS6cn9equP9c7lmpda-nu1hhRKnFndTlZWrGfMAURvJZb1JjW7jBNjuBDa0cZZl0EAu3vSMQU-xpZ7jnPVOLNQGgA1LhYJJTJUtB3ThhUzcQCd6BKf1VIBVUYSUrs7LVu_6s7iA2SGrpT_gBnQlSjlR0UQw7Js459aRsx5yS4-8xEM25xhoFwGIxACi6leHPBqafgxc8Ag/3y3SVJANX6hKL7_VKPoCDGsWaOMrqsAIxVbQV8gk2Xk),,
2025,JAN,27/1/2025,"01/27/2025
",GREYROCK,GREYROCK,-$285000.00,,Imagen de WhatsApp 2025-01-27 a las 11.44.45_7fdd3156.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/99IU9iigVO-1KcHCggHj-A/2dEGlm4FL4AW_GTCRUMopIMZFatk1vhNHXcMcMT9nyD29A34JxSzhm7XXhHUe6th2yrdqc2gtXKcbc8tHD8NqgX8Z9NW4NE2L3g6icteFjM6kHYljGCmU15IHvagyYd-t_QgipZaXlSYcV0KiYm1F5Jqhy6mA1l3KyWs2xDY-_rfGK_cxalrwhvv491Qbv49JwGrPKAZxOxAAyeXLEh3yw/qx_HoIMZuiXgJBi8Cf-xUvZsRCsSHelPcQ12yrf4Nm4),,
2025,JAN,27/1/2025,"01/27/2025
",GREYROCK,GREYROCK,-$490000.00,,Imagen de WhatsApp 2025-01-27 a las 12.57.18_8ede6a2f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/G2p4P6ja6oGdyLFUCISxxA/Mz5rT3MWaqREykggGV1AjINgEycNssG8z1tm6E4-o4NgU032IxqWO17mAHySWCc6DqBEG8qKhdN1s44Hx4e6ZAfBsKt0TNgJ4UaNZ9O1NfC4rPecce6zCUIrCiFFdeJMcTdIswpA6EbXVs9hnAj5Bve3BBcXdRMb23zZQCgOM6JuLQHlakWVhM6my1WyqI7vVKS9c7L5ajrBh-GED61XjQ/I6sWz8GozwMwYVUdbQ98wnQJ5aG1aZk2dI-DcpL1_F0),,
2025,JAN,27/1/2025,"01/27/2025
",GREYROCK,GREYROCK,-$300000.00,,Imagen de WhatsApp 2025-01-27 a las 12.57.19_9d657ebf.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/me-eYnHuLRQbUEWNwP4CMQ/ESgnV1j0qc_OZq3SWeHjYZgTCvV5pEWSFAJfVR5U7Fa_IwN2B3lr29BIJ0Ib2HEyvwvaQfOwhEV3hvIAp7moVNTiJ50a8hKj3lum5M4-jjQmkqQY0lksGDpAtAlPHHfy2Xd9treBiCyszly76F1wlDnFpeK-2Z48V73xXKlh-CtnhOcJYuhgEZH80osgjqfWejRqMGTAgOh8AvtA4KNhlQ/n6C0p_wEC-J36rHjc0Ni-FSoTnzKTwcEqKw0uK75vbY),,
2025,JAN,28/1/2025,"1/28/2025
",GREYROCK,GREYROCK,-$500000.00,,Imagen de WhatsApp 2025-01-28 a las 10.20.38_1b2157bb.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/-yJtXGfIr7DBY0CSiKywAw/B59RMJuHlCLfx_Q4o2S98eT9ujCH-5A6HVOFUY_GFDCKv48CW-7FMJZpj_g_yXDJXdVskbXUdfGb06L2Amwzegv9_Ke7jT7Sl1an9RwONHjdifREG2awLV2aenA-NDS87URYrBTOhhN5CgjgNFVIphkkwzriYQE2OVA5yAp9ZlHLYYEA_u95mp4UmnJOxze0xm6S9Ox_ow7713JonSjXXw/QAoUxJSRBGRmFARC2G0ACOk-v_vsfc-TqAm8IQxKC-I),,
2025,JAN,28/1/2025,"1/28/2025
",GREYROCK,GREYROCK,-$150000.00,,greyrok h.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/7sLy3yJGYVWiOi9tlvXnPQ/KoQur8JGFMjUM8bdq3JX1myAyxdi6lWXvVAmlj0i8EUIBuh2ibIhAfSsML-9Ba7ksE9odqht20MehXzk0UFvu_gRiiGeX4Hw5xt9PnizRUeRtjpv1yQ1k94YuOmiMOVFnzW2H3sNrlPpP5mP6r72fsRXvpX8GZoxaRxJzdsEyqU/p0N0CDROYpww-mUWiYnfpQSu63f6CLhUBaQgL_EXci8),,
2025,JAN,29/1/2025,"1/29/2025
",GREYROCK,GREYROCK,-$97890.07,,Imagen de WhatsApp 2025-01-29 a las 10.00.44_9ce86643.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/LPA-hn75YjOuQe98I_kV9A/jIfFtZHXKQXT_V3bPdLiUNVEnt_s_54qcxz56XuvVT6OQzCpj5lhg4F7Vy_WM9OLS0cbzgmo6D9WE3SonKs-Oq4NFCckqDboogBnJwyzIZ9g99eL7duBzhgYoOwz7vi9bpscAyubFNLiUe3LuKYMcXJSh_9t3OMUWOazKuieEXezvSrR1epeh1tqReGeWN1HaVi-tDS7wksomnB0t0BexA/ISLZVH7a3_4ToVQSqV2tACWo4Tv1MmRqrResrk_isGM),,
2025,JAN,29/1/2025,"1/29/2025
",GREYROCK,GREYROCK,-$375000.00,,Imagen de WhatsApp 2025-01-29 a las 10.17.33_44ccd3db.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/s3dRSuXleaT2MmmxoX-CWA/tkVP8RoRHjvY01RgpiuNr41aUH_RZ1AmAKvZxlgi4uAuNpN8AWNuBSeIeLKL29nvDh7tlLILYMzN_sOq21lXapXFCbaLekxHO40SgnaPg97xmU-ARgMJON9fAemahBo36y449mEaVigu4E1sJ4cxyEcJoZ-m42hDtdsmIz_Rq7LVcvRxt3SW0x1maHEnASoJOkLOodyL_JW4stQTLcSpew/4Q-7LlsGNI4eGAB8lPl_sOBiuJjbJbD_vE1E32p_Ie8),,
2025,JAN,29/1/2025,"1/29/2025
",GREYROCK,GREYROCK,-$465000.00,,Imagen de WhatsApp 2025-01-29 a las 12.17.55_602c4764.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/tBFQV__jE7r9V6SguCQfLg/w-9044hNivQuIEspcddfwsKUETmLox230eTXfhXjYrSf3CyG1wPP2S8Aq_Cv1ECBm680W_KvhLAwq4tBiVSHNiIkTmMrfd7NkzqulJ1X-54Hqpo2BpAJzZFY-o4g0aXcSK5rpiqpqOScsVYHUHMr9qH3f10seNGBDqSwroUmegwlNFl2j92JxOa0IYE7ziSPfIAm2F-u5DO8rAZFRL4Eiw/1Zu9ecz5kqhGBtx-30wzEBY6kRgdSE9AxaSRw2rZLac),,
2025,JAN,29/1/2025,"1/29/2025
",GREYROCK,GREYROCK,-$295000.00,,Imagen de WhatsApp 2025-01-29 a las 12.17.56_7ffc2a74.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/pjlxAX7mACNNBQSfTapqzw/ar9HjpHO24clCTNWYbkWKsuVrZIyfY6BLrDGSrLG6SXGyOzoSRidgcz3R37k6yzSFSQbpF1fzP6sWHRYWbbDRY0R1uScyCxbZPtVYecv-GZcUPJfl9ZB1H4M7TBYbWcx3mXDGEpLRMlI3xW7tYUxFdzS-Djf3wZ95AIhCkeT98GYgzAEc5IdMWGvcT7mH08rafMUgfVwYCOHw_yRJOA4iQ/YGbLAR09yH3YSQwVsZ5I6LCg4vb2cdezY2J4uvgHNZQ),,
2025,JAN,29/1/2025,"1/29/2025
",GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-01-29 a las 14.26.12_1c32a4de.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/XoVLK5fNkqceoX3tpmbtAA/LrXr7HSmEu0jivfkl9Wr64rjSjDLDiLJe9qNPM4NW0fzFVnF-DqyaPY2rYfXYA-4mfPclGRwXMAvjaZCXxndbO2wuv8ZmPirCZx1PUtuaGQltV2OE0QeP7k2D-FM_k7QThBN6ZAr8pB8Zb0oef_oPEIo0jeSdDlFC4BX46_l58GHmLbIQW3foAkOL_TohoJ5fBFGjoJ0QxIKWBMXEk-K8w/kril9trEMl6wHlmyB8dsgto6w92k7jvLGRSm9kNA8qo),,
2025,JAN,30/1/2025,"1/30/2025
",GREYROCK,GREYROCK,-$125000.00,,Imagen de WhatsApp 2025-01-30 a las 10.24.07_4761905f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/gh4oGEByMvgB9mxJHp7Dvw/vz1Z1Sb2NoTQakajMEb_aPBI985q-EfUWD_SdGe39Jf8XbFmkEf2Eh4NGRzAwBYgXJWmQZg6NZIEV6yCHz4pvVQ0Q63Cq4TsJDf-z4cM1JpLmXoqWCRqci3CIicjRlR-h3b5pAYclWP-EuSqQ5uTkelo9IPliLj8fdVqQOZKP7LOcygqDT2lSjrGoxqWBoyOHNS0wFUWLxpuhHUi65D5kg/rk1Gf41FmGi2qyDlkWcbXfdqd2qFRv6P9lbHvnpa0_c),,
2025,JAN,30/1/2025,"1/30/2025
",GREYROCK,GREYROCK,-$500000.00,,Imagen de WhatsApp 2025-01-30 a las 13.19.41_23648004.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/6vUGpvoSkS8VQizshezK0A/xmvxgpXPfDPJrJSmhJNkDRks2v2eWey3GW6glRwaDTLZt2KYYK73woLTDh0l6p8shyajm_7jQ3CVm-51Tf5OiP1GrPQdVQzYYyyO7ahUIN4vu0CO1UDCfOZcS86YzzgMTg1NYFwKpNj4CMfIMWeO1UMbGXwDG30gMcPUB8-JxHVD7cE5XC9eFi3nx5xrk_620ACiTL9EDrqJ1aYNuqGjwg/jGE8X3eDR_CtNDttf_Evjx62tkmuuHysNyzsZNS-68g),,
2025,JAN,30/1/2025,"1/30/2025
",GREYROCK,GREYROCK,-$125000.00,,Imagen de WhatsApp 2025-01-30 a las 14.08.19_8d4b5edc.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/kQqgBSPkIZK02OfARxq-YQ/7hwWsVcpFYNSDW6njahzbhD4uHlYi93G9aUdrtpo6mHjMwAJuYZfX3BtF7SZygmp6oVeMlPZlZwOuecBi4Qr7MCjwPbSOj06mqLEdB5ruc9q4wKnqwptxEM4nQdsI-0KMr8s4UFMQMlyjYtEh9rZXVos1ipH7Olzwu1-vFmQG00gu3PiL0ig4kGL5eEZIPbZJeROlxUPYGZAvmqrMar5pA/muk0XPeIbogbo49NVKIEUko78MnN2bZ34-r43l5SN40),,
2025,JAN,31/1/2025,"1/31/2025
",GREYROCK,GREYROCK,-$450000.00,,Imagen de WhatsApp 2025-01-31 a las 09.29.14_8278f9a4.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/6a2hYpdegnJCq1fcMEl1JA/zXvdanhgbbS13GH8s1WTKxAVl66Vo-RMDE2I8Js3q8verf1O7voV77UF146zHyTRsgd-GadQKLBLaM_isYXvXWQI21iFebM1UfvQMpCRZaf21bPPJpGw1vPaFRgfeC_I88jS6ySpjzTmCAgW13fk5a7qAkcakIHboA1ymIc-h49z8xRkr6r-UxugIRJrOQAdEfEQBI8SSh_0D0nwPld15w/rd2R7S8q4bDvky2H_LWlFGVaKCMHKYig0pyHnBGyJAE),,
2025,JAN,31/1/2025,"1/31/2025
",GREYROCK,GREYROCK,-$500000.00,,Imagen de WhatsApp 2025-01-31 a las 14.56.31_6e584c50.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/-8aomoQDJunYNS1Cq5iYFQ/JSYMwQZhXZuzDnA3KEwO4i-UX0MY1X1p3B6YdMtJaoMEoeFhNCdooHArFGPzID_dx1ST-9pExKOVKdprJvdj3oiec8T6PQsC8HZNr2Ci8cqzUDPUJHDgKlBcC6g-1s38CuhcErFJKhaVuyNiPKUbSn6j4x-dCnPMpYrSI66nzVru84NYuVY2TzT6PWUylTSeTCxQz26qfodHTjiz4fEciw/yrEg64TXyvdkWrBGyZcKfI6YTpjLq7_irQdsHlMWKsY),,
